tissue_pair	splicing_class	n_genes	df	spearman_rho	ci_low_95	ci_high_95	p_value_two_sided	bh_adjusted_p	significant_at_fdr_0.1
Brain-Caudate_basalganglia_v_Colon-Transverse	unproductive	108	106	-0.4734916688101974	-0.6145937119594267	-0.30303008742655196	2.2745415624988854e-07	1.6704117334784809e-06	True
WholeBlood_v_Artery-Tibial	unproductive	143	141	-0.4164327456580977	-0.5483704015459715	-0.2642659908682218	2.3030063296691146e-07	1.6806115810813222e-06	True
Prostate_v_Brain-Anteriorcingulatecortex_BA24	unproductive	126	124	-0.4412058492688414	-0.5775988238173946	-0.28084797078518464	2.328525029071511e-07	1.6885467663644353e-06	True
Brain-Anteriorcingulatecortex_BA24_v_Ovary	unproductive	155	153	-0.4006509619412845	-0.529647260070415	-0.2535410249061316	2.394782027979991e-07	1.7257397989130812e-06	True
Esophagus-Mucosa_v_Brain-Hippocampus	unproductive	139	137	-0.4212744090441931	-0.5543255975047671	-0.267228316484495	2.4131833845860974e-07	1.7281990325638325e-06	True
Cells-Culturedfibroblasts_v_Brain-Caudate_basalganglia	unproductive	126	124	-0.4389441319835021	-0.5756704952398043	-0.2783397134382389	2.726647435167881e-07	1.940632402931214e-06	True
Brain-Amygdala_v_Liver	unproductive	156	154	-0.3975849915443093	-0.5265601619990836	-0.2507197953056525	2.756737295383192e-07	1.950011105261853e-06	True
Breast-MammaryTissue_v_Brain-Hippocampus	unproductive	119	117	-0.4501210653753028	-0.588798804802644	-0.2857008752608435	2.8055207180670306e-07	1.9724179194702967e-06	True
Brain-Putamen_basalganglia_v_Liver	unproductive	152	150	-0.4017489184589834	-0.5318006136988377	-0.25318491357800965	2.8972197142898934e-07	2.024542018531059e-06	True
Brain-Cortex_v_Artery-Tibial	unproductive	159	157	-0.3928857176976356	-0.5212639628420653	-0.2471190601226285	3.014830849558924e-07	2.094036126229783e-06	True
Uterus_v_Brain-Anteriorcingulatecortex_BA24	unproductive	171	169	-0.3784289725682195	-0.5040788331701146	-0.23709143043664704	3.336237734660177e-07	2.3034024599180744e-06	True
Artery-Coronary_v_Brain-Anteriorcingulatecortex_BA24	unproductive	127	125	-0.4340668353955755	-0.5710037318655937	-0.2736293725145901	3.426113825869364e-07	2.351374548349629e-06	True
Liver_v_Cells-EBV-transformedlymphocytes	unproductive	127	125	-0.4333286464191976	-0.5703724776540743	-0.2728129656247123	3.604905367545221e-07	2.4594413543074793e-06	True
Lung_v_Brain-Hippocampus	unproductive	133	131	-0.424046887911774	-0.5594810010816431	-0.2665575384516783	3.651335978775109e-07	2.4626032269739926e-06	True
Brain-Nucleusaccumbens_basalganglia_v_Artery-Coronary	unproductive	120	118	-0.4445239252725883	-0.583526897338637	-0.28021516671442326	3.652256303664811e-07	2.4626032269739926e-06	True
Brain-CerebellarHemisphere_v_Spleen	unproductive	241	239	-0.3196872535235417	-0.4313465717521318	-0.19838185707031364	3.96206681139672e-07	2.655966879965359e-06	True
Brain-Cortex_v_Esophagus-GastroesophagealJunction	unproductive	122	120	-0.4398736373219307	-0.5785192006764743	-0.27652379165847	3.990061261511357e-07	2.6592720430766446e-06	True
Cells-Culturedfibroblasts_v_Brain-Substantianigra	unproductive	113	111	-0.4550119768447668	-0.5962526357407014	-0.28644872339783917	4.122761213908214e-07	2.7319216549633166e-06	True
Esophagus-Mucosa_v_Brain-Amygdala	unproductive	130	128	-0.4265495910090265	-0.5630779055092038	-0.26735575223017893	4.185000289344816e-07	2.757317333494042e-06	True
Thyroid_v_Brain-FrontalCortex_BA9	unproductive	188	186	-0.3589317093697569	-0.48103287062681244	-0.22317108899090005	4.232908651353201e-07	2.773036178983091e-06	True
Brain-Amygdala_v_Muscle-Skeletal	unproductive	131	129	-0.4247210804462712	-0.5610197149541046	-0.26600188579547296	4.280376315315834e-07	2.788290334214213e-06	True
Adipose-Visceral_Omentum_v_Cells-EBV-transformedlymphocytes	unproductive	85	83	-0.515516904436193	-0.6643655647553413	-0.3273353989977387	4.44676317805545e-07	2.8804033394932217e-06	True
Cells-Culturedfibroblasts_v_Muscle-Skeletal	unproductive	142	140	-0.4084842337764124	-0.5418906452694389	-0.2549994230758542	4.4985826635714137e-07	2.8976903972613635e-06	True
Cells-EBV-transformedlymphocytes_v_Artery-Tibial	unproductive	124	122	-0.4345239968528717	-0.5729205520196341	-0.2720356392434724	4.595758837611687e-07	2.9438388554257087e-06	True
Muscle-Skeletal_v_Liver	unproductive	145	143	-0.404121398205007	-0.536782771663563	-0.251960349592007	4.634696676278363e-07	2.952378600966272e-06	True
Testis_v_MinorSalivaryGland	unproductive	215	213	-0.3356347653891666	-0.45224181129535085	-0.20774644977487453	4.664167566281666e-07	2.9548270351223962e-06	True
Artery-Aorta_v_Brain-FrontalCortex_BA9	unproductive	163	161	-0.3820390044391241	-0.5101614445479842	-0.2373291089665123	4.848311959882122e-07	3.054701469805512e-06	True
Brain-Caudate_basalganglia_v_Liver	unproductive	155	153	-0.3910573297670072	-0.5212012232651245	-0.24313904912639658	4.878538065561105e-07	3.0570404291260624e-06	True
Brain-Nucleusaccumbens_basalganglia_v_Muscle-Skeletal	unproductive	143	141	-0.4052866147936571	-0.5386654751703911	-0.2520899285997096	5.136065991268249e-07	3.201018425909347e-06	True
Brain-Cortex_v_Thyroid	unproductive	163	161	-0.380861334175714	-0.5091163285839393	-0.2360598367340607	5.291676400324862e-07	3.2802703707390143e-06	True
Vagina_v_Brain-Hypothalamus	unproductive	126	124	-0.4283734533183352	-0.5666376346877313	-0.2666457948920012	5.61693207384485e-07	3.4632741610390975e-06	True
Brain-Cerebellum_v_Spleen	unproductive	244	242	-0.3129772127430206	-0.4244846226607871	-0.19211794092658901	6.048051854944503e-07	3.7092573344420273e-06	True
SmallIntestine-TerminalIleum_v_Brain-Hippocampus	unproductive	154	152	-0.3889910216285928	-0.5197767781505446	-0.24038941750375561	6.173611711781906e-07	3.766229790309279e-06	True
Colon-Transverse_v_Brain-Hippocampus	unproductive	101	99	-0.4718229470005824	-0.6176069707398933	-0.29469345467129426	6.335292804814806e-07	3.844522423132353e-06	True
Brain-Putamen_basalganglia_v_Skin-SunExposed_Lowerleg	unproductive	171	169	-0.3693210454316366	-0.49595139880870015	-0.22730982142166986	6.662364432111308e-07	4.0218357016881355e-06	True
Uterus_v_Brain-FrontalCortex_BA9	unproductive	175	173	-0.3644805194805194	-0.49023721023769307	-0.22385781013308684	7.095988497498979e-07	4.261288925841834e-06	True
WholeBlood_v_Brain-Hippocampus	unproductive	195	193	-0.3455307579018918	-0.4667981598403563	-0.21150917243224152	7.525619131173965e-07	4.495875056084757e-06	True
Artery-Aorta_v_Brain-Anteriorcingulatecortex_BA24	unproductive	148	146	-0.393337454698912	-0.5260634754133044	-0.2419061875316824	7.598464240247544e-07	4.50618377421511e-06	True
Esophagus-GastroesophagealJunction_v_Brain-Anteriorcingulatecortex_BA24	unproductive	118	116	-0.4367812313973829	-0.5780520911702326	-0.2700893337235837	7.621039340606647e-07	4.50618377421511e-06	True
Brain-Cortex_v_Pancreas	unproductive	157	155	-0.3816942551119766	-0.5121435598433633	-0.23403261309253162	8.120724273094217e-07	4.777140350447772e-06	True
Liver_v_Brain-Hippocampus	unproductive	154	152	-0.3848049483723108	-0.5160832224888126	-0.23586309017870202	8.329613919394562e-07	4.875149669574584e-06	True
Kidney-Cortex_v_Muscle-Skeletal	unproductive	137	135	-0.4051608266283346	-0.5412590068543558	-0.24837610392349796	9.05609448430676e-07	5.273574212326108e-06	True
Brain-Caudate_basalganglia_v_Lung	unproductive	137	135	-0.4042227490805906	-0.5404434951257596	-0.24735222278406707	9.649126135202923e-07	5.590674589893955e-06	True
Brain-Putamen_basalganglia_v_Muscle-Skeletal	unproductive	114	112	-0.4395739251939005	-0.5826817551248694	-0.2700258215828167	9.92608773641643e-07	5.722389580044071e-06	True
Brain-Hypothalamus_v_Lung	unproductive	160	158	-0.3750556662369624	-0.5050951938049592	-0.2283650848374442	1.0264663721073123e-06	5.883785033541859e-06	True
Brain-Anteriorcingulatecortex_BA24_v_Muscle-Skeletal	unproductive	137	135	-0.4032426680605596	-0.5395912016485054	-0.24628285924775778	1.0308105609500916e-06	5.883785033541859e-06	True
Brain-Amygdala_v_Breast-MammaryTissue	unproductive	123	121	-0.4237272832802363	-0.5642210893119441	-0.2593845247695058	1.042337629122869e-06	5.920272346692947e-06	True
Brain-Nucleusaccumbens_basalganglia_v_Artery-Tibial	unproductive	126	124	-0.4189006374203225	-0.5585145926265882	-0.25620649162843434	1.051633071906676e-06	5.920488739443412e-06	True
Brain-Substantianigra_v_Kidney-Cortex	unproductive	112	110	-0.4422130727440462	-0.58607917342952	-0.2713163514632531	1.0526454393633126e-06	5.920488739443412e-06	True
Pancreas_v_Brain-Cerebellum	unproductive	202	200	-0.3354609190791882	-0.45561421100405763	-0.2033029875955846	1.0588783601642344e-06	5.926634705191079e-06	True
Brain-Cortex_v_WholeBlood	unproductive	231	229	-0.3143558091084328	-0.4287314639211031	-0.1900621993597972	1.0822996628009624e-06	6.0284614068092256e-06	True
Brain-Amygdala_v_Adipose-Visceral_Omentum	unproductive	97	95	-0.4705186198190615	-0.6192490363861655	-0.28919383618441163	1.1549666291899195e-06	6.402290978153737e-06	True
Brain-Amygdala_v_Spleen	unproductive	184	182	-0.3489953959661728	-0.47332970693679155	-0.21102700780584677	1.2021813396104633e-06	6.632129591248153e-06	True
Testis_v_Kidney-Cortex	unproductive	241	239	-0.3064255341037687	-0.41909147195791285	-0.1844659586983482	1.2381488318678406e-06	6.7980266816362866e-06	True
Stomach_v_Brain-Hypothalamus	unproductive	102	100	-0.4585272347908691	-0.6059672778345357	-0.2806301048928359	1.2568674033980386e-06	6.833475571966318e-06	True
Brain-Amygdala_v_Colon-Transverse	unproductive	101	99	-0.4605358182877111	-0.6082952284659648	-0.2819244417968849	1.2604485352851558e-06	6.833475571966318e-06	True
MinorSalivaryGland_v_Cells-EBV-transformedlymphocytes	unproductive	84	82	-0.500273362356991	-0.6530903546623745	-0.308306266060208	1.262385339834194e-06	6.833475571966318e-06	True
Skin-SunExposed_Lowerleg_v_Brain-Hippocampus	unproductive	168	166	-0.3634700168555535	-0.4917911896807782	-0.2196958231985508	1.2815112308003013e-06	6.904590883704427e-06	True
AdrenalGland_v_Brain-FrontalCortex_BA9	unproductive	144	142	-0.3903986817779921	-0.5252066760902886	-0.2364757909123329	1.316013661282841e-06	7.0575058207400714e-06	True
Brain-Nucleusaccumbens_basalganglia_v_Prostate	unproductive	119	117	-0.4259578407634241	-0.5682954213932697	-0.25886793966085125	1.3672516511918757e-06	7.298338675112188e-06	True
Brain-Cortex_v_Nerve-Tibial	unproductive	137	135	-0.3984122687475497	-0.5353866435719814	-0.24101782373126737	1.4231618689642485e-06	7.561777119427551e-06	True
Brain-Caudate_basalganglia_v_Breast-MammaryTissue	unproductive	126	124	-0.414029246344207	-0.5543269630802597	-0.2508526252831478	1.441215395341712e-06	7.622575003802725e-06	True
MinorSalivaryGland_v_Brain-Caudate_basalganglia	unproductive	124	122	-0.4168623131392603	-0.5578086935227461	-0.252545936161625	1.4641515780563514e-06	7.708524061639146e-06	True
Brain-Nucleusaccumbens_basalganglia_v_Uterus	unproductive	149	147	-0.3825757300925086	-0.5161753801701329	-0.23080084577335477	1.47148606939028e-06	7.711924718213604e-06	True
Brain-Caudate_basalganglia_v_Skin-NotSunExposed_Suprapubic	unproductive	164	162	-0.3646266646715546	-0.49429646653289916	-0.21908361072750623	1.5859857325997896e-06	8.274396152432387e-06	True
Pancreas_v_Brain-CerebellarHemisphere	unproductive	199	197	-0.3318562509517284	-0.45319435983304523	-0.19844432440947207	1.6819060659629075e-06	8.735304928176722e-06	True
MinorSalivaryGland_v_Brain-Amygdala	unproductive	122	120	-0.4153346925692533	-0.5575690753391565	-0.24940957989552748	1.9649836742269338e-06	1.0159758638491725e-05	True
Heart-AtrialAppendage_v_Brain-FrontalCortex_BA9	unproductive	122	120	-0.4141450857673459	-0.5565488444039335	-0.248101644602036	2.1162072712458496e-06	1.0892799034582432e-05	True
Brain-Putamen_basalganglia_v_Breast-MammaryTissue	unproductive	119	117	-0.418807862127902	-0.5621941786544673	-0.25097706129313047	2.1349762937858803e-06	1.0940567407711645e-05	True
Cells-Culturedfibroblasts_v_Cells-EBV-transformedlymphocytes	unproductive	70	68	-0.5315545446592599	-0.6900821467495897	-0.32435480368846614	2.1922494660095893e-06	1.1184352364199366e-05	True
Brain-FrontalCortex_BA9_v_Artery-Tibial	unproductive	155	153	-0.3696045889594276	-0.5022261105475091	-0.21999550452724273	2.212443294027439e-06	1.1237652502262719e-05	True
Brain-Amygdala_v_Adipose-Subcutaneous	unproductive	130	128	-0.4009367873383495	-0.5409783003115592	-0.2392624862098858	2.2775264332124302e-06	1.143619210014679e-05	True
Brain-Nucleusaccumbens_basalganglia_v_Colon-Sigmoid	unproductive	127	125	-0.405318475815523	-0.5463005282189713	-0.24200281746045987	2.27810845022654e-06	1.143619210014679e-05	True
Testis_v_Thyroid	unproductive	267	265	-0.2846040558380691	-0.3933277123962301	-0.16803020294583285	2.2812872359356127e-06	1.143619210014679e-05	True
Stomach_v_Cells-EBV-transformedlymphocytes	unproductive	81	79	-0.496680216802168	-0.6527643501680916	-0.30014466926691	2.404484329972358e-06	1.2001603603714842e-05	True
Brain-Nucleusaccumbens_basalganglia_v_Nerve-Tibial	unproductive	125	123	-0.4069800307219661	-0.5487806435518056	-0.24241469840047306	2.47723371566783e-06	1.2311424457607794e-05	True
Brain-Hypothalamus_v_Adipose-Subcutaneous	unproductive	149	147	-0.3724687103210593	-0.5072542339922024	-0.2198962409601886	2.901031089578948e-06	1.435574612139282e-05	True
Testis_v_Prostate	unproductive	257	255	-0.2861251244231291	-0.39677168804241164	-0.16728279060315437	3.12518845465473e-06	1.539889866759361e-05	True
Brain-Nucleusaccumbens_basalganglia_v_Esophagus-GastroesophagealJunction	unproductive	119	117	-0.4119071357356502	-0.5562909495150067	-0.2433820379519393	3.2510621651957603e-06	1.5901345576539402e-05	True
Esophagus-Muscularis_v_Brain-Anteriorcingulatecortex_BA24	unproductive	116	114	-0.4167992926613617	-0.562190969882294	-0.2464158098754048	3.2547420260739804e-06	1.5901345576539402e-05	True
Artery-Aorta_v_Brain-Nucleusaccumbens_basalganglia	unproductive	133	131	-0.3904316421991206	-0.5303558314977844	-0.22979999113087238	3.385441520782445e-06	1.64701015757897e-05	True
Heart-LeftVentricle_v_Brain-FrontalCortex_BA9	unproductive	124	122	-0.4024988198269079	-0.5454503732373859	-0.23679195917442344	3.583187826376356e-06	1.7358888923579573e-05	True
Lung_v_Cells-EBV-transformedlymphocytes	unproductive	94	92	-0.4564895423183904	-0.6099025628392891	-0.2700977425575164	3.758836787100952e-06	1.8133635211411707e-05	True
Artery-Coronary_v_Brain-Hypothalamus	unproductive	110	108	-0.4245655163086355	-0.5723963323337944	-0.2500040330613197	3.788667860771823e-06	1.8201391847791296e-05	True
Vagina_v_Muscle-Skeletal	unproductive	110	108	-0.4239433762369542	-0.5718698713480413	-0.2493150812562669	3.927957220978683e-06	1.8689058457141268e-05	True
SmallIntestine-TerminalIleum_v_Muscle-Skeletal	unproductive	165	163	-0.3504821948548073	-0.48127411148657717	-0.20442440463770906	3.930172293956402e-06	1.8689058457141268e-05	True
Testis_v_Breast-MammaryTissue	unproductive	262	260	-0.2806805606571805	-0.3906631467553022	-0.16279746357675515	3.938804167463424e-06	1.8689058457141268e-05	True
Brain-CerebellarHemisphere_v_Adipose-Subcutaneous	unproductive	259	257	-0.2817890469053259	-0.39231242783646514	-0.16324482163740847	4.09065384744846e-06	1.933001592667244e-05	True
Brain-Cerebellum_v_Thyroid	unproductive	212	210	-0.3099624303992604	-0.42950989867404277	-0.17973819753878797	4.21996750389073e-06	1.985968380402454e-05	True
Brain-Cortex_v_AdrenalGland	unproductive	134	132	-0.3854686467412312	-0.5255354115627273	-0.22505731499831833	4.238357465323369e-06	1.9865146981779856e-05	True
Heart-LeftVentricle_v_Brain-Anteriorcingulatecortex_BA24	unproductive	94	92	-0.4530361593757902	-0.6070640553095056	-0.26619955146745095	4.541238103421436e-06	2.1198573009088728e-05	True
Brain-Spinalcord_cervicalc-1_v_Cells-EBV-transformedlymphocytes	unproductive	185	183	-0.3294359576968272	-0.4553009968075467	-0.19066145790555653	4.673930195654904e-06	2.173000611125042e-05	True
Thyroid_v_Brain-Hypothalamus	unproductive	133	131	-0.3851215555850277	-0.5257254986517276	-0.2240338051352184	4.70921119009733e-06	2.1740515881610622e-05	True
Muscle-Skeletal_v_Colon-Transverse	unproductive	136	134	-0.3810886885167692	-0.5207333464256763	-0.22158274992709823	4.713901969126327e-06	2.1740515881610622e-05	True
Brain-Hypothalamus_v_Breast-MammaryTissue	unproductive	146	144	-0.3668514358979303	-0.5035905808766943	-0.21218184566463644	5.25360835043471e-06	2.4133109275104466e-05	True
Prostate_v_Cells-EBV-transformedlymphocytes	unproductive	120	118	-0.4015070491006319	-0.5467994426989721	-0.23273999047058636	5.493360712726177e-06	2.5134305165766992e-05	True
Pancreas_v_Brain-Hypothalamus	unproductive	149	147	-0.3618574278976963	-0.49785862431795286	-0.20848601312273882	5.775065024466203e-06	2.6318774597666134e-05	True
AdrenalGland_v_Brain-Anteriorcingulatecortex_BA24	unproductive	120	118	-0.4000972289742343	-0.5455863227574613	-0.2311973329654369	5.9666831292549324e-06	2.7084982866263532e-05	True
Brain-Cortex_v_Uterus	unproductive	153	151	-0.3564291745406296	-0.4913391969964708	-0.20481632457727084	6.124318113574127e-06	2.7691524646866542e-05	True
Kidney-Cortex_v_Artery-Tibial	unproductive	77	75	-0.4886955150113045	-0.6500620901869062	-0.2851546149673693	6.503988563534159e-06	2.9260652715704254e-05	True
Pancreas_v_Brain-Hippocampus	unproductive	144	142	-0.365758379551483	-0.5035175936836457	-0.20986280622111997	6.542430046243444e-06	2.9260652715704254e-05	True
Brain-Hypothalamus_v_Skin-NotSunExposed_Suprapubic	unproductive	164	162	-0.3438439459687402	-0.475700296572269	-0.19687410884807696	6.547483435083866e-06	2.9260652715704254e-05	True
Esophagus-GastroesophagealJunction_v_Cells-EBV-transformedlymphocytes	unproductive	119	117	-0.3991525423728814	-0.5453423276712164	-0.22939705066117363	6.903756946700848e-06	3.073371335732076e-05	True
Testis_v_Muscle-Skeletal	unproductive	224	222	-0.2950843476404015	-0.412655377960334	-0.16784230546991513	7.0510560316296025e-06	3.1268721555649736e-05	True
Pituitary_v_Cells-EBV-transformedlymphocytes	unproductive	183	181	-0.3243089768392691	-0.4513020823167491	-0.18444077040975276	7.507755236076184e-06	3.316644362910284e-05	True
Uterus_v_Brain-Putamen_basalganglia	unproductive	123	121	-0.3915208110304265	-0.5365116292308243	-0.22407790899071295	7.536622170335956e-06	3.3166890696173115e-05	True
Brain-Cerebellum_v_Colon-Transverse	unproductive	199	197	-0.3110293893710979	-0.43417321331764863	-0.17647437875855138	7.771804393407652e-06	3.407182686539552e-05	True
